Rank,Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
575,Zayn,Electronic_music,"15,600,000",US,"145,200","20,500",935,http://youtube.com/channel/UC3PdiRW5dUA4V70ueeR1eHA
576,genierock,Rock_music,"15,600,000",TH,"66,700",742,41,http://youtube.com/channel/UCs2t9DlvAuyTBkvk2djGZKw
577,TheHarshBeniwal,Entertainment,"15,600,000",IN,0,0,0,http://youtube.com/channel/UCVmEbEQUGXHVm-O9pqa3JWg
578,joerogan,Entertainment,"15,600,000",US,"1,200,000","20,700","3,100",http://youtube.com/channel/UCzQUP1qoWDoEbmsQxvdjxgQ
579,SRKMUSIC,Music,"15,600,000",IN,"13,000",318,20,http://youtube.com/channel/UCAH1Aw-mXgcB3t8uaqW4yTA
580,EliKids,Film,"15,600,000",US,"173,500","2,300",0,http://youtube.com/channel/UCVi_GtP-1stDmhPuWCCQ5KA
581,Senya_Super,Lifestyle_(sociology),"15,500,000",US,"15,800",117,0,http://youtube.com/channel/UCjx0-lAtcB7pTxT6MaGPs9g
582,ShriPrashant,Religion,"15,500,000",IN,"71,800","6,300",44,http://youtube.com/channel/UCMgapddJymOC6MBOiOqia1A
583,A2Motivation,Society,"15,500,000",IN,"715,000","103,500",634,http://youtube.com/channel/UC6ERimtc5zFrn7x6Bk3HaHA
584,LOKESHGAMER,Video_game_culture,"15,400,000",IN,"240,400","27,400",660,http://youtube.com/channel/UCdQPeeJ0qGK6wWBiEJWcdsQ
585,Kerajinan5-Menit,Hobby,"15,400,000",ID,"11,500",70,3,http://youtube.com/channel/UClIYfCAhMAlacxT0e_sl1uA
586,romanatwoodvlogs,Vehicle,"15,400,000",US,"2,500,000","106,700","4,300",http://youtube.com/channel/UC-SV8-bUJfXjrRMnp7F8Wzw
587,LinusTechTips,Lifestyle_(sociology),"15,400,000",CA,"1,100,000","54,800","3,100",http://youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw
588,DaveAndAva,Entertainment,"15,400,000",US,"164,100",559,0,http://youtube.com/channel/UC6zhI71atP7YLoZyIyCIGNw
589,kompastv,Society,"15,400,000",ID,"4,400",34,5,http://youtube.com/channel/UC5BMIWZe9isJXLZZWPWvBlg
590,_vector_,Entertainment,"15,400,000",US,"15,400,000","712,400","1,200",http://youtube.com/channel/UCzJ53fi4NuDCYWOk9PtEkCA
591,THE_BROWN_SIBLINGS,Entertainment,"15,400,000",IN,"234,500","15,600",57,http://youtube.com/channel/UCxGzpNf5XOnSQOYC2nbMiyQ
592,Jesser,Lifestyle_(sociology),"15,400,000",US,"1,300,000","50,600",321,http://youtube.com/channel/UCQIUhhcmXsu6cN6n3y9-Pww
593,RayWilliamJohnson,Music,"15,400,000",US,"2,600,000","237,600","1,800",http://youtube.com/channel/UCGt7X90Au6BV8rf49BiM6Dg
594,GoAmiGo,Lifestyle_(sociology),"15,400,000",CO,"7,900,000","455,300","2,300",http://youtube.com/channel/UCp4Fk7Xy_wYq8sFKcKNrQCA
595,nianaguerrero,Hobby,"15,400,000",PH,"504,800","12,100",290,http://youtube.com/channel/UCLysbxhOO_JPOPgcsPCMb8w
596,abscbnnews,Society,"15,400,000",PH,"3,800",39,2,http://youtube.com/channel/UCE2606prvXQc_noEqKxVJXA
597,ndtvindia,Politics,"15,400,000",IN,"3,300",38,2,http://youtube.com/channel/UC9CYT9gSNLevX5ey2_6CK0Q
598,MNCTVOfficialId,Entertainment,"15,300,000",ID,"1,200",34,0,http://youtube.com/channel/UC34xi8JB1AKSotPUKHywbaA
599,OyuncakAvi-oyku,Entertainment,"15,300,000",TR,"25,400",0,0,http://youtube.com/channel/UCjS0hMS5sneIgsb3PjBc0Bw
600,studyiqofficial,Knowledge,"15,200,000",IN,"16,400",883,21,http://youtube.com/channel/UCrC8mOqJQpoB7NuIMKIS6rQ
601,ranzkyle,Hobby,"15,200,000",PH,"399,900","19,100",572,http://youtube.com/channel/UCdAt_KUKt0g9ZRQ7gwKaN3A
602,MohamedRamadan,Film,"15,200,000",EG,"272,900","6,400",82,http://youtube.com/channel/UCJCj2HtcnbOyCj1rmKaxwJg
603,HongyuASMR,Lifestyle_(sociology),"15,200,000",KR,"368,500","4,100",148,http://youtube.com/channel/UCxtLc0Jqq3SKBWlIXM_OC9g
604,DaftarPopuler,Society,"15,200,000",ID,"56,400",749,97,http://youtube.com/channel/UCQW2tTNJ40V2T6MqV1eMZ0w
605,EdisonPts,Action-adventure_game,"15,200,000",RU,"1,600,000","108,100","4,200",http://youtube.com/channel/UCrpt82vHWIWZSHtNQxncPrg
606,SupercarBlondie,Lifestyle_(sociology),"15,200,000",AE,"745,100","23,100",425,http://youtube.com/channel/UCKSVUHI9rbbkXhvAXK-2uxA
607,PlayStation,Action-adventure_game,"15,200,000",US,"33,100",995,83,http://youtube.com/channel/UC-2Y8dQb0S6DtpxNgAKoJKA
608,Thaich8,Television_program,"15,200,000",TH,"9,000",135,4,http://youtube.com/channel/UCtBu8Wb2BUoduUXJS9Uss7Q
609,kwebbelkop,Entertainment,"15,200,000",US,"60,800",602,279,http://youtube.com/channel/UCfLuMSIDmeWRYpuCQL0OJ6A
610,mariale,Lifestyle_(sociology),"15,200,000",US,"17,700","1,200",19,http://youtube.com/channel/UCSyoRFkB5xkaa3ScUcBaETw
611,PPMussas,Technology,"15,200,000",MX,"230,400","10,400",393,http://youtube.com/channel/UClnKzwo9CPkYix6V9jK4JTQ
612,Makiman131,Entertainment,"15,200,000",ES,"238,400","11,000",345,http://youtube.com/channel/UCevY-z55kr37ZAXG15F-KiA
613,LittleAngelBrasil,Film,"15,100,000",BR,"206,800",453,0,http://youtube.com/channel/UCAdpXDXkrrYQXFtAbJixRUg
614,zncoficial,Music,"15,100,000",BR,"20,400","1,800",33,http://youtube.com/channel/UCRRu9OXVYd5clj2Bs29gUVQ
615,indorephysicalacademy.,Lifestyle_(sociology),"15,100,000",IN,"54,800","3,900",95,http://youtube.com/channel/UC196qeFpI8slOwK8ZWjKndw
616,NetflixJr,Film,"15,100,000",US,"104,200",197,0,http://youtube.com/channel/UCAJnyTWJPpKXuwgWQDdNWrQ
617,TazerCraft,Video_game_culture,"15,000,000",BR,"182,000","12,700",525,http://youtube.com/channel/UCjBO43ykxlSs3j7F7EXcBUQ
618,PeetMontzingo,Lifestyle_(sociology),"15,000,000",US,"1,700,000",0,"1,100",http://youtube.com/channel/UC1WbRuMMzbzUfBG65x1FmXQ
619,XpressTV,Lifestyle_(sociology),"15,000,000",MX,"1,100,000","33,400",311,http://youtube.com/channel/UC0YFjwJc3b1otDerdv6CfWA
620,ABCNews,Society,"15,000,000",US,"10,900",115,50,http://youtube.com/channel/UCBi2mrWuNuyYy4gbM6fU18Q
621,Therichest,Vehicle,"15,000,000",US,"8,500",246,19,http://youtube.com/channel/UCdxi8d8qRsRyUi2ERYjYb-w
622,leagueoflegends,Strategy_video_game,"15,000,000",US,"909,100","45,300","1,900",http://youtube.com/channel/UC2t5bjwHdUX4vM2g8TRDq5g
623,RS1313Shorts,Lifestyle_(sociology),"15,000,000",IN,"5,000",49,9,http://youtube.com/channel/UCPQtgEj6Z0xve62aeSgo5qA
624,mispastelitos,Food,"15,000,000",MX,"1,700,000","89,700",903,http://youtube.com/channel/UCkjjH0hsvaeRIuwGlM9oSvg
625,crashcourse,Knowledge,"15,000,000",US,"28,900","1,200",32,http://youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q
626,5MinuteCraftsRecycle,Food,"15,000,000",US,"6,300",70,3,http://youtube.com/channel/UCCLVg6BI7NxDIp6GFKfFGFw
627,itowngameplay,Action_game,"15,000,000",ES,"47,100","2,600",167,http://youtube.com/channel/UCKmlxQVs0vHtaLldRIQ8lsA
628,TroomTroomRu,Entertainment,"15,000,000",UA,"96,000","2,000",11,http://youtube.com/channel/UCq1JpGFxcZTbbOAz010U-og
629,jorgeemateus,Music_of_Latin_America,"14,900,000",BR,"72,600","2,400",103,http://youtube.com/channel/UCL64gn1KZ1C-u87BGQv3b6w
630,cure0721,Entertainment,"14,900,000",KR,"3,300,000","245,100","2,300",http://youtube.com/channel/UCkLNHZZsC3LKdUAroKNwOOw
631,iamneetubisht,Lifestyle_(sociology),"14,900,000",IN,"3,500,000","200,400",215,http://youtube.com/channel/UCDwhsmzFDLc5hOB6SUglAjg
632,SusyMouriz,Entertainment,"14,900,000",MX,"4,900,000","364,000","1,400",http://youtube.com/channel/UC2Rh-eKkibnZq8pRxYYoSSQ
633,MattyBRaps,Music,"14,900,000",US,"267,900",949,0,http://youtube.com/channel/UCmdY1pHB-KbFYxOyhwjVeQw
634,OReinoInfantil,Music,"14,900,000",BR,"88,300",262,0,http://youtube.com/channel/UCooY3HgjOMWoDpIHMDM4ghQ
635,AadishaktiFilms,Music_of_Asia,"14,900,000",IN,"12,500",336,30,http://youtube.com/channel/UC1Ekm042kfOFJyKaTIYOVIA
636,GyanGaming,Action_game,"14,800,000",IN,"264,800","22,700",248,http://youtube.com/channel/UChXi_PlJkRMPYFQBOJ3MpxA
637,fueledbyramen,Independent_music,"14,800,000",US,"88,400",696,40,http://youtube.com/channel/UClVrJwcIy7saPcGc1nct80A
638,camilaloures,Lifestyle_(sociology),"14,800,000",BR,"271,900","16,700",237,http://youtube.com/channel/UCvuJTWl_peL49CUfF2EAbyg
639,sevengersofficial,Entertainment,"14,800,000",IN,"3,200,000","342,100",486,http://youtube.com/channel/UCAgAsH5n26IHMDyzwhF3wIw
640,MeghanTrainor,Entertainment,"14,800,000",US,"17,600",662,49,http://youtube.com/channel/UCkXgEcpoTE4tHsebYBouWpA
641,theslowmoguys,Lifestyle_(sociology),"14,800,000",US,"1,100,000","66,200","1,700",http://youtube.com/channel/UCUK0HBIBWgM2c4vsPhkYY4w
642,majorlazer,Electronic_music,"14,800,000",US,"25,700",722,36,http://youtube.com/channel/UCMJ5Qf3sOvQpcYiai1Noa3Q
643,lachlan,Video_game_culture,"14,800,000",AU,"500,700","19,500",262,http://youtube.com/channel/UCh7EqOZt7EvO2osuKbIlpGg
644,MalumaVEVO,Pop_music,"14,800,000",CO,"226,400","8,500",275,http://youtube.com/channel/UCFkoPRmuxqr37jvGmmpzhzQ
645,chadwildclay,Lifestyle_(sociology),"14,800,000",US,"864,700","17,500","3,200",http://youtube.com/channel/UCwaNuezahYT3BOjfXsne2mg
646,auron,Action-adventure_game,"14,800,000",ES,"1,100,000","48,800",861,http://youtube.com/channel/UCFR2oaNj02WnXkOgLH0iqOA
647,E_MasterSensei,Video_game_culture,"14,800,000",MX,"519,800","32,200",459,http://youtube.com/channel/UC3osN7-7XJq3NEoKZIUUx0w
648,MartinGarrix,Electronic_music,"14,800,000",US,"40,700","4,000",130,http://youtube.com/channel/UC5H_KXkPbEsGs0tFt8R35mA
649,facts806,Society,"14,800,000",SA,"12,500",744,17,http://youtube.com/channel/UCBzrJ1zGf9-0cd5-n7sBraQ
650,collegehumor,Entertainment,"14,800,000",US,"212,000","10,100",487,http://youtube.com/channel/UCPDXXXJj9nax0fr0Wfc048g
651,BBCNews,Society,"14,800,000",GB,"66,300",913,444,http://youtube.com/channel/UC16niRr50-MSBwiO3YDb3RA
652,DocTops,Society,"14,800,000",EC,"1,300,000","45,200",881,http://youtube.com/channel/UCAolsolgHiURrQBuZ4qe0lg
653,PrestonPlayz,Video_game_culture,"14,800,000",US,"787,300","11,900",686,http://youtube.com/channel/UCJZam2u1G0syq3kyqrCXrNw
654,vladandnikiport,Lifestyle_(sociology),"14,700,000",US,"511,300",0,0,http://youtube.com/channel/UCiuZ9qRr3mrykNmWcAPmJ0w
655,TheVishalbhatt,Humour,"14,700,000",IN,"446,900","27,600",49,http://youtube.com/channel/UCTf3jU9tyfsq1ElmkTY_ztQ
656,nostalgia,Entertainment,"14,700,000",BR,"53,900","6,400",335,http://youtube.com/channel/UCH2VZQBLFTOp6I_qgnBJCuQ
657,DentalDigest,Food,"14,700,000",US,"6,400,000","209,400",563,http://youtube.com/channel/UC7u9o8BHiJyH2_cef_nC7tQ
658,zeebangla,Entertainment,"14,700,000",IN,"1,300",17,0,http://youtube.com/channel/UCeMsqI6jU9WE2ctsrbxbywQ
659,cokestudio,Music,"14,700,000",PK,"1,800,000","1,400",47,http://youtube.com/channel/UCM1VesJtJ9vTXcMLLr_FfdQ
660,LikeNastya_Stories,Hobby,"14,700,000",US,"77,600",345,0,http://youtube.com/channel/UCcqANnGO-HUapcmL2zyEI0g
661,user-ts8yv9np7m,Hobby,"14,700,000",KR,"38,000",159,0,http://youtube.com/channel/UCraaN4FiNe7l3F4XR6s246A
662,infobellskannadarhymes,Film,"14,700,000",IN,"348,300","8,100",0,http://youtube.com/channel/UCzKWILdrVl8ZEcDzaH4kl_A
663,ZEE5,Entertainment,"14,700,000",IN,256,8,0,http://youtube.com/channel/UCXOgAl4w-FQero1ERbGHpXQ
664,rebeccazamolo,Lifestyle_(sociology),"14,600,000",US,"2,900,000","30,400","2,600",http://youtube.com/channel/UCfw8x3VR-ElcaWW2Tg_jgSA
665,ZigandSharko,Television_program,"14,600,000",FR,"136,900",935,0,http://youtube.com/channel/UCcKJJuOe2tOqgrKw0Gks-sw
666,VijayKumarVinerVlogs,Film,"14,600,000",IN,"110,600","3,100",5,http://youtube.com/channel/UCfIpFdLEnTfkXjcwsiO4dAA
667,GMM25Thailand,Entertainment,"14,600,000",TH,"2,900",34,0,http://youtube.com/channel/UCTP5z0kFg6-nPcZ79gTC67Q
668,Telemundo,Entertainment,"14,600,000",US,"2,800",53,4,http://youtube.com/channel/UCajrNVKvG2xVlVcSr3GcsDA
669,TheDodo,Lifestyle_(sociology),"14,600,000",US,"462,900","12,300",412,http://youtube.com/channel/UCINb0wqPz-A0dV9nARjJlOQ
670,NatanporAi,Lifestyle_(sociology),"14,600,000",BR,"1,500,000","28,300",221,http://youtube.com/channel/UCjaxmdb_gTWbz9XF5rzvgGg
671,IDEIASINCRIVEIS,Hobby,"14,600,000",BR,"11,000",120,3,http://youtube.com/channel/UCcQeJmGXpa_t03Zjrl8Aq4g
672,boramtubetoysreview9575,Lifestyle_(sociology),"14,600,000",KR,"9,500",77,0,http://youtube.com/channel/UC3pnQ7MHDABUFungNcMQ7dA
673,legendaefunk,Electronic_music,"14,600,000",BR,"3,700",154,8,http://youtube.com/channel/UCgO5cJ4sL1um054gGYusjiA
674,woodyandkleiny,Entertainment,"14,600,000",GB,"524,900","35,100",86,http://youtube.com/channel/UCoGForHQAmk0_9rI9CABeYw
675,NobruTV,Action-adventure_game,"14,600,000",BR,"367,300","31,300",125,http://youtube.com/channel/UCqWmLengIKFXRjuL1YyXNSg
676,reactiontime,Lifestyle_(sociology),"14,600,000",US,"12,600",681,30,http://youtube.com/channel/UChM5Ff2yVeIZ16EWiB081cg
677,TommyInnit,Role-playing_video_game,"14,600,000",GB,"1,400,000","99,000","4,900",http://youtube.com/channel/UC5p_l5ZeB_wGjO_yDXwiqvw
678,LillySingh,Entertainment,"14,600,000",CA,"54,700","3,600",55,http://youtube.com/channel/UCfm4y4rHF5HGrSr-qbvOwOg
679,lesboystv,Lifestyle_(sociology),"14,500,000",US,"28,700",0,0,http://youtube.com/channel/UCErphF_9VoXQB29BVDK9_Jw
680,GH.S,Film,"14,500,000",KR,"5,100,000","194,600",816,http://youtube.com/channel/UCdrBnBNLsN4_cH32HWbr9qg
681,IanBoggs,Entertainment,"14,500,000",JP,"2,500,000","175,300","1,800",http://youtube.com/channel/UC9yadlAEiyOUNa3y4dnuYFg
682,Drawblogs,Entertainment,"14,400,000",PE,"9,300",446,25,http://youtube.com/channel/UCkuPobJMx7DPUdwlVo1TFfA
683,RosannaPansino,Lifestyle_(sociology),"14,400,000",US,"48,500","3,300",31,http://youtube.com/channel/UCjwmbv6NE4mOh8Z8VhPUx1Q
684,LuliPampin,Entertainment,"14,400,000",ES,"1,200,000","2,500",0,http://youtube.com/channel/UCCw5Xsx3WazdczGTKJdjwPQ
685,CrescendocomLuluca,Lifestyle_(sociology),"14,400,000",BR,"768,300","31,200","1,700",http://youtube.com/channel/UCnrGkE2AmBAv6Vxj6kjf1jg
686,AlexaRivera,Lifestyle_(sociology),"14,400,000",US,"3,500,000","87,700","2,500",http://youtube.com/channel/UCPpATKqmMV-CNRNWYaDUwiA
687,dangmattsmith,Entertainment,"14,400,000",US,"58,000","3,000",274,http://youtube.com/channel/UCe56RtxwepRSyZ-b--SedOw
688,WishFM1075official,Rock_music,"14,400,000",PH,"49,400",711,73,http://youtube.com/channel/UCdfq8-581QVUtVsa8ChVnDQ
689,BobonSantoso,Lifestyle_(sociology),"14,400,000",ID,"242,200","7,100",137,http://youtube.com/channel/UCCeJqNJdhaydrlubVLzyErQ
690,nikkietutorials,Lifestyle_(sociology),"14,400,000",NL,"2,700,000","152,400","1,100",http://youtube.com/channel/UCzTKskwIc_-a0cGvCXA848Q
691,Compot,Video_game_culture,"14,400,000",RU,"1,000,000","40,600","1,700",http://youtube.com/channel/UC0cWWruNMb95iCBEOzPnjRA
692,vladandnikirus,Hobby,"14,300,000",US,"832,100","2,700",0,http://youtube.com/channel/UCppy4jafHu51iCMl-7qVbFA
693,JamunaTVbd,Society,"14,300,000",BD,"3,800",70,11,http://youtube.com/channel/UCN6sm8iHiPd0cnoUardDAnw
694,zeetvtelugu,Entertainment,"14,300,000",IN,"2,700",78,0,http://youtube.com/channel/UC3PYGKK29qJ0zu-eEthHK4g
695,seungbini67,Lifestyle_(sociology),"14,300,000",KR,"9,200,000","325,200","2,000",http://youtube.com/channel/UCPhHBEtG6dVZ5fJKoNArcJw
696,boxtoxtv,Entertainment,"14,300,000",DE,"1,700,000","53,500",138,http://youtube.com/channel/UCCfKlFlKYBxZ-UU2dWc17IQ
697,ETVJabardasth,Television_program,"14,300,000",IN,"70,800","1,700",4,http://youtube.com/channel/UCnoqvTW4YZExfDeq7_Wmd-w
698,Jazzghost,Role-playing_video_game,"14,200,000",BR,"1,400,000","61,500","2,100",http://youtube.com/channel/UCIXguhHCl8eDTkXpEuiGPUA
699,BieTheSka,Film,"14,200,000",TH,"316,600","8,900",71,http://youtube.com/channel/UCjVb9mJZTeuPLN4hOjmvQnw
700,airrack,Lifestyle_(sociology),"14,200,000",US,"4,400,000","192,700","6,400",http://youtube.com/channel/UCyps-v4WNjWDnYRKmZ4BUGw
701,inventonahora,Lifestyle_(sociology),"14,200,000",BR,"466,900","47,500",447,http://youtube.com/channel/UCR3vcUrhFUdzagng58ueI2w
702,TheSocialFactory,Film,"14,200,000",IN,0,0,0,http://youtube.com/channel/UCbmu9wfzxKls40WkCzvqtRA
703,nehakakkar,Music,"14,200,000",IN,"320,100","25,600",284,http://youtube.com/channel/UCicMnWThgzNjUmqpd-nUTXQ
704,SuperPolina,Hobby,"14,200,000",US,"1,800",10,0,http://youtube.com/channel/UCE76CBkDX591pxzps6bySOw
705,ComePlayWithMe,Hobby,"14,200,000",US,"1,500,000",0,0,http://youtube.com/channel/UCQ00zWTLrgRQJUb8MHQg21A
706,veritasium,Lifestyle_(sociology),"14,200,000",US,"2,800,000","110,800","7,500",http://youtube.com/channel/UCHnyfMqiRRG1u-2MsSQLbXA
707,SanjoyDasOfficial,Entertainment,"14,200,000",IN,"326,200","34,800",101,http://youtube.com/channel/UCJxJpvWL1gxfLfM352EFatw
708,karameeshchannel,Film,"14,200,000",JO,"267,600","1,900",0,http://youtube.com/channel/UCZ7V5FSAdPkRjPf64pPx9-Q
709,AM3NlC,Technology,"14,200,000",BR,"329,100","25,200",303,http://youtube.com/channel/UCrGnb5RdHA9M6WGmBGYo4ZQ
710,huba3,Food,"14,200,000",US,"1,100,000","27,400",109,http://youtube.com/channel/UCybzQL-nUUIcbobgx6CrvkQ
711,DEVKeFacts,Lifestyle_(sociology),"14,200,000",IN,"1,200,000","45,600",27,http://youtube.com/channel/UC2lZDDm1-wTuadQ1qVCZ3dA
712,ATRO55,Video_game_culture,"14,200,000",NL,"523,100","51,200","3,600",http://youtube.com/channel/UCjf3ZSi7xMu8O9frZZ8FEGg
713,Narobeauty,Lifestyle_(sociology),"14,200,000",SE,"2,400,000","124,700","5,300",http://youtube.com/channel/UCWXYdNyGX01rnTB-tQci8JQ
714,trapcity,Music,"14,200,000",NL,"17,500",734,30,http://youtube.com/channel/UC65afEgL62PGFWXY7n6CUbA
715,refugiomental6032,Entertainment,"14,200,000",BR,"76,600","1,200",22,http://youtube.com/channel/UCgQRN9EO5ksPZjs7EasIftQ
716,vilmei,Entertainment,"14,200,000",ID,"162,100",0,304,http://youtube.com/channel/UC90xz-i20jmoZhI8RMLzzjA
717,TVAnaEmilia,Technology,"14,200,000",MX,"85,800","4,100",276,http://youtube.com/channel/UCdPyv-GXDxlOeonqYKtKMSQ
718,thinkmusicofficial,Music,"14,200,000",IN,"41,900","1,000",19,http://youtube.com/channel/UCLbdVvreihwZRL6kwuEUYsA
719,tseriesregional,Music_of_Asia,"14,200,000",IN,"6,900",59,5,http://youtube.com/channel/UCy2fvV-mH_4AcIgqnLg9uDw
720,MasterskayaNastroeny,Entertainment,"14,100,000",RU,"125,600","2,700",81,http://youtube.com/channel/UCRW3VLiVep5Ud4Ovhj2eUyA
721,theHacksmith,Lifestyle_(sociology),"14,100,000",CA,"174,900","10,200",102,http://youtube.com/channel/UCjgpFI5dU-D1-kh9H1muoxQ
722,StrayKids,Music_of_Asia,"14,100,000",KR,"839,600","146,500","4,300",http://youtube.com/channel/UC9rMiEjNaCSsebs31MRDCRA
723,kidstvindia,Music,"14,100,000",IN,"24,100",70,0,http://youtube.com/channel/UCZbTuDplLcBb4bTHa_-5_UA
724,vladynikishow,Hobby,"14,100,000",US,"312,400","1,100",0,http://youtube.com/channel/UCTsPDENL6UTfdIExrWO2NlQ
725,RaptorGamer,Video_game_culture,"14,000,000",EC,"257,400","19,900",319,http://youtube.com/channel/UCS4OZlj8753fezBtH62TRDg
726,geonews,Society,"14,000,000",PK,"3,900",47,3,http://youtube.com/channel/UC_vt34wimdCzdkrzVejwX9g
727,OQueNaoDizerOficial,Entertainment,"14,000,000",BR,"61,400","7,300",94,http://youtube.com/channel/UC19aAr6UojQesIVCBsXJGIw
728,atlanticrecords,Pop_music,"14,000,000",US,"6,300",315,11,http://youtube.com/channel/UCe4LM_eKc9ywRmVuBm5pjQg
729,Acenix,Action-adventure_game,"14,000,000",ES,"741,100","23,400",821,http://youtube.com/channel/UCH3h4jRKn3lJo0uORqqESPg
730,Infobellsrhymes,Entertainment,"14,000,000",IN,"105,600","3,300",0,http://youtube.com/channel/UCU_AsfgtKjwR4qaSwgsWn-w
731,GoldminesPremiere,Entertainment,"14,000,000",IN,"8,900",168,0,http://youtube.com/channel/UCvUctuMp58UD_kQtcWcNCjw
732,DesiGamers_,Role-playing_video_game,"14,000,000",IN,"971,100","99,700","2,500",http://youtube.com/channel/UCuApqv2tNQ73S7gcfrfCSDw
733,juliagisella,Hobby,"14,000,000",US,"524,700","53,100","1,100",http://youtube.com/channel/UCCPsBYxLUykj5xbgOGTRzKQ
734,albert_cancook,Lifestyle_(sociology),"14,000,000",US,"6,700,000","459,100","2,500",http://youtube.com/channel/UC0NkSnlCOhoODbykzZwpiDw
735,bibotoysrus,Entertainment,"13,900,000",RU,"106,400",0,0,http://youtube.com/channel/UCqk10y8p4_QVUT9e5LWKkdg
736,adeletsami3286,Lifestyle_(sociology),"13,900,000",US,"8,000",37,0,http://youtube.com/channel/UCPalOwaTaSwFS4PANDNv7Zg
737,123GOSpanish,Hobby,"13,900,000",MX,"60,400",547,15,http://youtube.com/channel/UCYtt2TP3sqR9_qXnc1G4eRA
738,Mythpat,Video_game_culture,"13,900,000",IN,"11,700,000","1,200,000","15,800",http://youtube.com/channel/UCx6F-rETGiz7xf_vkMmX2yQ
739,MaviGadgets,Lifestyle_(sociology),"13,900,000",US,"212,800","4,600",18,http://youtube.com/channel/UCJfNJmcv6LXCDsaa2kB_-7A
740,wesleysafadao,Pop_music,"13,900,000",BR,"162,700","4,600",139,http://youtube.com/channel/UCciJLMuECsXuOyhA4FO48Sg
741,BBC,Entertainment,"13,800,000",GB,"9,900",226,5,http://youtube.com/channel/UCCj956IF62FbT7Gouszaj9w
742,nishamadhulika,Food,"13,800,000",IN,"132,400","3,200",538,http://youtube.com/channel/UCgoxyzvouZM-tCgsYzrYtyg
743,AdamW,Entertainment,"13,800,000",US,"2,900,000","98,200",470,http://youtube.com/channel/UC_k6e2PPDUnxEdMJC9Q044g
744,FAPTV,Film,"13,800,000",VN,"75,100","2,300",14,http://youtube.com/channel/UC0jDoh3tVXCaqJ6oTve8ebA
745,BigTastyAnimations,Action_game,"13,800,000",FI,"199,900","12,600",27,http://youtube.com/channel/UC_1_bb0cj_QVAE4DVXo0mSA
746,jbalvinVEVO,Hip_hop_music,"13,800,000",CO,0,0,0,http://youtube.com/channel/UCrHL_BF5lHyK43BxLU8-vBQ
747,jomyproductionshorts,Entertainment,"13,800,000",IN,"258,800","8,600",30,http://youtube.com/channel/UC_cdxikvfl_ntmtW6loibKA
748,jojotvhindi,Film,"13,800,000",IN,"19,700",499,0,http://youtube.com/channel/UCAXe-dTMWRcqDdt5pYLwHCA
749,MAIKI021,Lifestyle_(sociology),"13,800,000",BR,"6,000",754,62,http://youtube.com/channel/UCXhDFaOPG2zhiYm9eXuMKkA
750,penguinz0,Action_game,"13,800,000",US,"1,700,000","71,600","4,500",http://youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg
751,PetsSwag,Lifestyle_(sociology),"13,800,000",US,"909,900","30,500",286,http://youtube.com/channel/UCZ_r5HesKAr9EJInthnPSoA
752,codiscos,Music,"13,800,000",CO,"19,500",287,7,http://youtube.com/channel/UCMt4GuchIJh48XJFB3iyXQQ
753,blockbustermovies7960,Film,"13,800,000",IN,"8,700",174,2,http://youtube.com/channel/UCW3VI9s3Dw8o1ekgjI3FCzw
754,ZeinabHarakeVlogs,Lifestyle_(sociology),"13,800,000",PH,"2,800,000","94,000","3,700",http://youtube.com/channel/UC-j7tR3DhEt85EM9HbvxXqA
755,gmanews,Society,"13,800,000",PH,"3,400",48,4,http://youtube.com/channel/UCqYw-CTd1dU2yGI71sEyqNw
756,PlayHard,Video_game_culture,"13,800,000",BR,"120,000","12,000",85,http://youtube.com/channel/UC4IMfO_--bwBaNgWeoLxAgg
757,TypicalGamer,Action_game,"13,800,000",CA,"284,700","7,400",210,http://youtube.com/channel/UC2wKfjlioOCLP4xQMOWNcgg
758,mymissanand,Lifestyle_(sociology),"13,700,000",IN,"965,100","17,300","1,000",http://youtube.com/channel/UCpCWa9f5_J3PqY-_Lg-_QfQ
759,WanasahTV1,Film,"13,700,000",SA,"856,300","3,500",0,http://youtube.com/channel/UCiRfBu1ymNpygUgpvGzVr_w
760,ladydiana11,Entertainment,"13,700,000",UA,"2,600,000","58,300","3,500",http://youtube.com/channel/UCCB4-saKfwGbUFO2-rRdUqQ
761,AmaraQueLinda,Lifestyle_(sociology),"13,600,000",CO,"719,100","59,000",172,http://youtube.com/channel/UChq_qmwRxTMgmggitRTiIEA
762,BUDI01GAMING,Action_game,"13,600,000",ID,"625,000","26,000","1,300",http://youtube.com/channel/UC8qp0ZmavLOGeSdLxSUZO8w
763,lunomosik,Entertainment,"13,600,000",RU,"1,400,000","27,500","1,200",http://youtube.com/channel/UCdKEBeInDzinQ6MG2HkF7Gw
764,KidsLineKOYA,Entertainment,"13,600,000",US,"9,300",40,0,http://youtube.com/channel/UCQs-tWGqacJ7vuuJDtXq28w
765,TrakinTech,Technology,"13,600,000",IN,"418,000","22,800",817,http://youtube.com/channel/UCEPL07qzVsOcHd3sMUws65g
766,Vogue,Lifestyle_(sociology),"13,600,000",US,"114,800","5,700",44,http://youtube.com/channel/UCRXiA3h1no_PFkb1JCP0yMA
